Fault index 1 = needles segment
Fault index 2-5 = Kekerengu, Jordan Thrust, Upper Kowhai segments
Fault index 6-7 = Hope segments
Fault index 8-16 = Humps/Hunderlee segments
Fault index 17-18 = London Hills
Fault index 19 = Fidget
Fault index 20 = interface
longditude (centre of patch), latitude (centre of patch), strike, dip, rake, slip (m), length (km), top of patch (km), bottom of patch (km) index	
173.9779 -41.9113 247.619867 70.000000 149.168189 5.556085 1.935520 19.444444 22.222222	   2.0000000e+00
173.9736 -41.9028 247.619867 70.000000 138.357192 2.410722 1.935520 22.222222 25.000000	   2.0000000e+00
173.9857 -41.9771 247.619867 70.000000 180.000000 6.726462 1.935520 0.000000 2.777778	   2.0000000e+00
173.9814 -41.9685 247.619867 70.000000 178.953590 16.764765 1.935520 2.777778 5.555556	   2.0000000e+00
173.9772 -41.9600 247.619867 70.000000 176.929576 22.915213 1.935520 5.555556 8.333333	   2.0000000e+00
173.9730 -41.9515 247.619867 70.000000 174.107277 24.187007 1.935520 8.333333 11.111111	   2.0000000e+00
173.9687 -41.9429 247.619867 70.000000 170.448907 21.590608 1.935520 11.111111 13.888889	   2.0000000e+00
173.9645 -41.9344 247.619867 70.000000 165.706528 16.817601 1.935520 13.888889 16.666667	   2.0000000e+00
173.9603 -41.9259 247.619867 70.000000 159.454528 11.492479 1.935520 16.666667 19.444444	   2.0000000e+00
173.9560 -41.9174 247.619867 70.000000 151.418759 6.782269 1.935520 19.444444 22.222222	   2.0000000e+00
173.9518 -41.9088 247.619867 70.000000 142.826720 3.132017 1.935520 22.222222 25.000000	   2.0000000e+00
173.9624 -41.9846 230.013113 60.000000 180.000000 6.832903 1.916797 0.000000 2.500000	   3.0000000e+00
173.9517 -41.9743 230.013113 60.000000 178.534123 16.873928 1.916797 2.500000 5.000000	   3.0000000e+00
173.9410 -41.9641 230.013113 60.000000 176.423588 23.249412 1.916797 5.000000 7.500000	   3.0000000e+00
173.9303 -41.9538 230.013113 60.000000 173.509763 24.901369 1.916797 7.500000 10.000000	   3.0000000e+00
173.9196 -41.9436 230.013113 60.000000 169.830219 22.667480 1.916797 10.000000 12.500000	   3.0000000e+00
173.9089 -41.9333 230.013113 60.000000 165.242659 18.111362 1.916797 12.500000 15.000000	   3.0000000e+00
173.8982 -41.9231 230.013113 60.000000 159.461256 12.796526 1.916797 15.000000 17.500000	   3.0000000e+00
173.8875 -41.9128 230.013113 60.000000 152.337190 7.900196 1.916797 17.500000 20.000000	   3.0000000e+00
173.8768 -41.9026 230.013113 60.000000 144.899332 3.993033 1.916797 20.000000 22.500000	   3.0000000e+00
173.8662 -41.8923 230.013113 60.000000 146.942071 1.010663 1.916797 22.500000 25.000000	   3.0000000e+00
173.9442 -41.9952 230.013113 60.000000 180.000000 7.268961 1.916797 0.000000 2.500000	   3.0000000e+00
173.9335 -41.9849 230.013113 60.000000 176.765622 16.522660 1.916797 2.500000 5.000000	   3.0000000e+00
173.9228 -41.9747 230.013113 60.000000 174.759548 22.762201 1.916797 5.000000 7.500000	   3.0000000e+00
173.9121 -41.9644 230.013113 60.000000 171.996767 24.730217 1.916797 7.500000 10.000000	   3.0000000e+00
173.9014 -41.9542 230.013113 60.000000 168.471867 22.953103 1.916797 10.000000 12.500000	   3.0000000e+00
173.8907 -41.9439 230.013113 60.000000 164.109133 18.780544 1.916797 12.500000 15.000000	   3.0000000e+00
173.8800 -41.9337 230.013113 60.000000 158.708727 13.666826 1.916797 15.000000 17.500000	   3.0000000e+00
173.8693 -41.9234 230.013113 60.000000 152.144050 8.771123 1.916797 17.500000 20.000000	   3.0000000e+00
173.8586 -41.9132 230.013113 60.000000 144.962977 4.753878 1.916797 20.000000 22.500000	   3.0000000e+00
173.8479 -41.9029 230.013113 60.000000 139.946577 1.780813 1.916797 22.500000 25.000000	   3.0000000e+00
173.9259 -42.0058 230.013113 60.000000 176.244556 8.008954 1.916797 0.000000 2.500000	   3.0000000e+00
173.9152 -41.9955 230.013113 60.000000 173.439887 16.008821 1.916797 2.500000 5.000000	   3.0000000e+00
173.9045 -41.9853 230.013113 60.000000 171.990215 21.787997 1.916797 5.000000 7.500000	   3.0000000e+00
173.8938 -41.9750 230.013113 60.000000 169.656444 23.888902 1.916797 7.500000 10.000000	   3.0000000e+00
173.8831 -41.9648 230.013113 60.000000 166.467391 22.540280 1.916797 10.000000 12.500000	   3.0000000e+00
173.8724 -41.9545 230.013113 60.000000 162.418678 18.837686 1.916797 12.500000 15.000000	   3.0000000e+00
173.8618 -41.9443 230.013113 60.000000 157.384356 14.073587 1.916797 15.000000 17.500000	   3.0000000e+00
173.8511 -41.9340 230.013113 60.000000 151.257715 9.341010 1.916797 17.500000 20.000000	   3.0000000e+00
173.8404 -41.9238 230.013113 60.000000 144.341269 5.324972 1.916797 20.000000 22.500000	   3.0000000e+00
173.8297 -41.9135 230.013113 60.000000 138.120877 2.251293 1.916797 22.500000 25.000000	   3.0000000e+00
173.9077 -42.0164 230.013113 60.000000 168.227433 8.604734 1.916797 0.000000 2.500000	   3.0000000e+00
173.8970 -42.0061 230.013113 60.000000 168.525660 15.300102 1.916797 2.500000 5.000000	   3.0000000e+00
173.8863 -41.9959 230.013113 60.000000 168.287772 20.441123 1.916797 5.000000 7.500000	   3.0000000e+00
173.8756 -41.9856 230.013113 60.000000 166.662111 22.501677 1.916797 7.500000 10.000000	   3.0000000e+00
173.8649 -41.9754 230.013113 60.000000 163.961109 21.510246 1.916797 10.000000 12.500000	   3.0000000e+00
173.8542 -41.9651 230.013113 60.000000 160.304559 18.316877 1.916797 12.500000 15.000000	   3.0000000e+00
173.8435 -41.9549 230.013113 60.000000 155.652288 14.017752 1.916797 15.000000 17.500000	   3.0000000e+00
173.8328 -41.9446 230.013113 60.000000 149.939839 9.594135 1.916797 17.500000 20.000000	   3.0000000e+00
173.8222 -41.9344 230.013113 60.000000 143.383430 5.703199 1.916797 20.000000 22.500000	   3.0000000e+00
173.8115 -41.9241 230.013113 60.000000 137.113727 2.577155 1.916797 22.500000 25.000000	   3.0000000e+00
173.8894 -42.0270 230.013113 60.000000 155.969802 8.690616 1.916797 0.000000 2.500000	   3.0000000e+00
173.8787 -42.0167 230.013113 60.000000 161.827809 14.183211 1.916797 2.500000 5.000000	   3.0000000e+00
173.8680 -42.0065 230.013113 60.000000 163.658047 18.620673 1.916797 5.000000 7.500000	   3.0000000e+00
173.8573 -41.9962 230.013113 60.000000 163.079382 20.559349 1.916797 7.500000 10.000000	   3.0000000e+00
173.8466 -41.9860 230.013113 60.000000 161.026723 19.891761 1.916797 10.000000 12.500000	   3.0000000e+00
173.8360 -41.9757 230.013113 60.000000 157.846428 17.246840 1.916797 12.500000 15.000000	   3.0000000e+00
173.8253 -41.9655 230.013113 60.000000 153.619524 13.514636 1.916797 15.000000 17.500000	   3.0000000e+00
173.8146 -41.9552 230.013113 60.000000 148.348523 9.535939 1.916797 17.500000 20.000000	   3.0000000e+00
173.8039 -41.9449 230.013113 60.000000 142.221129 5.908238 1.916797 20.000000 22.500000	   3.0000000e+00
173.7932 -41.9347 230.013113 60.000000 136.169490 2.854719 1.916797 22.500000 25.000000	   3.0000000e+00
173.8720 -42.0403 216.964290 55.000000 139.189847 8.498535 1.917123 0.000000 1.923077	   4.0000000e+00
173.8594 -42.0326 216.964290 55.000000 152.836891 12.692470 1.917123 1.923077 3.846154	   4.0000000e+00
173.8468 -42.0250 216.964290 55.000000 157.778516 16.321232 1.917123 3.846154 5.769231	   4.0000000e+00
173.8342 -42.0174 216.964290 55.000000 158.737631 18.079120 1.917123 5.769231 7.692308	   4.0000000e+00
173.8216 -42.0097 216.964290 55.000000 157.581237 17.724101 1.917123 7.692308 9.615385	   4.0000000e+00
173.8090 -42.0021 216.964290 55.000000 155.021629 15.668791 1.917123 9.615385 11.538462	   4.0000000e+00
173.7964 -41.9944 216.964290 55.000000 151.323471 12.592985 1.917123 11.538462 13.461538	   4.0000000e+00
173.7838 -41.9868 216.964290 55.000000 146.585283 9.180773 1.917123 13.461538 15.384615	   4.0000000e+00
173.7712 -41.9791 216.964290 55.000000 140.964080 5.958203 1.917123 15.384615 17.307692	   4.0000000e+00
173.7586 -41.9715 216.964290 55.000000 135.092845 3.203778 1.917123 17.307692 19.230769	   4.0000000e+00
173.7460 -41.9638 216.964290 55.000000 133.544999 0.952535 1.917123 19.230769 21.153846	   4.0000000e+00
173.7334 -41.9562 216.964290 55.000000 120.383347 0.273791 1.917123 21.153846 23.076923	   4.0000000e+00
173.7208 -41.9485 216.964290 55.000000 90.000000 0.074426 1.917123 23.076923 25.000000	   4.0000000e+00
173.8575 -42.0537 216.964290 55.000000 121.354872 8.702007 1.917123 0.000000 1.923077	   4.0000000e+00
173.8448 -42.0460 216.964290 55.000000 142.473237 11.456904 1.917123 1.923077 3.846154	   4.0000000e+00
173.8322 -42.0384 216.964290 55.000000 151.130923 14.254401 1.917123 3.846154 5.769231	   4.0000000e+00
173.8196 -42.0307 216.964290 55.000000 153.912561 15.721067 1.917123 5.769231 7.692308	   4.0000000e+00
173.8070 -42.0231 216.964290 55.000000 153.735549 15.523553 1.917123 7.692308 9.615385	   4.0000000e+00
173.7944 -42.0155 216.964290 55.000000 151.766916 13.914501 1.917123 9.615385 11.538462	   4.0000000e+00
173.7818 -42.0078 216.964290 55.000000 148.478966 11.399436 1.917123 11.538462 13.461538	   4.0000000e+00
173.7692 -42.0002 216.964290 55.000000 144.038088 8.522263 1.917123 13.461538 15.384615	   4.0000000e+00
173.7566 -41.9925 216.964290 55.000000 138.479332 5.737297 1.917123 15.384615 17.307692	   4.0000000e+00
173.7440 -41.9849 216.964290 55.000000 131.755769 3.348596 1.917123 17.307692 19.230769	   4.0000000e+00
173.7314 -41.9772 216.964290 55.000000 123.140073 1.542793 1.917123 19.230769 21.153846	   4.0000000e+00
173.7188 -41.9696 216.964290 55.000000 108.025933 0.638603 1.917123 21.153846 23.076923	   4.0000000e+00
173.7062 -41.9619 216.964290 55.000000 90.000000 0.231419 1.917123 23.076923 25.000000	   4.0000000e+00
173.8429 -42.0671 216.964290 55.000000 108.785629 9.344681 1.917123 0.000000 1.923077	   4.0000000e+00
173.8302 -42.0594 216.964290 55.000000 132.940244 10.658939 1.917123 1.923077 3.846154	   4.0000000e+00
173.8176 -42.0518 216.964290 55.000000 144.481155 12.537942 1.917123 3.846154 5.769231	   4.0000000e+00
173.8050 -42.0441 216.964290 55.000000 148.905412 13.576619 1.917123 5.769231 7.692308	   4.0000000e+00
173.7924 -42.0365 216.964290 55.000000 149.619276 13.384054 1.917123 7.692308 9.615385	   4.0000000e+00
173.7798 -42.0288 216.964290 55.000000 148.152136 12.086122 1.917123 9.615385 11.538462	   4.0000000e+00
173.7672 -42.0212 216.964290 55.000000 145.162070 10.035535 1.917123 11.538462 13.461538	   4.0000000e+00
173.7546 -42.0136 216.964290 55.000000 140.869538 7.644879 1.917123 13.461538 15.384615	   4.0000000e+00
173.7420 -42.0059 216.964290 55.000000 135.208610 5.288351 1.917123 15.384615 17.307692	   4.0000000e+00
173.7294 -41.9983 216.964290 55.000000 127.781165 3.250440 1.917123 17.307692 19.230769	   4.0000000e+00
173.7168 -41.9906 216.964290 55.000000 117.471388 1.721095 1.917123 19.230769 21.153846	   4.0000000e+00
173.7042 -41.9829 216.964290 55.000000 102.998150 0.813104 1.917123 21.153846 23.076923	   4.0000000e+00
173.6916 -41.9753 216.964290 55.000000 90.000000 0.319647 1.917123 23.076923 25.000000	   4.0000000e+00
173.8283 -42.0804 216.964290 55.000000 104.673810 9.905416 1.917123 0.000000 1.923077	   4.0000000e+00
173.8156 -42.0728 216.964290 55.000000 126.959046 10.196599 1.917123 1.923077 3.846154	   4.0000000e+00
173.8030 -42.0652 216.964290 55.000000 139.068746 11.178018 1.917123 3.846154 5.769231	   4.0000000e+00
173.7904 -42.0575 216.964290 55.000000 144.277612 11.700515 1.917123 5.769231 7.692308	   4.0000000e+00
173.7778 -42.0499 216.964290 55.000000 145.513373 11.395717 1.917123 7.692308 9.615385	   4.0000000e+00
173.7652 -42.0422 216.964290 55.000000 144.347868 10.294547 1.917123 9.615385 11.538462	   4.0000000e+00
173.7526 -42.0346 216.964290 55.000000 141.523925 8.616373 1.917123 11.538462 13.461538	   4.0000000e+00
173.7400 -42.0269 216.964290 55.000000 137.285754 6.651849 1.917123 13.461538 15.384615	   4.0000000e+00
173.7274 -42.0193 216.964290 55.000000 131.496689 4.691135 1.917123 15.384615 17.307692	   4.0000000e+00
173.7148 -42.0116 216.964290 55.000000 123.611963 2.977619 1.917123 17.307692 19.230769	   4.0000000e+00
173.7022 -42.0040 216.964290 55.000000 112.700162 1.678208 1.917123 19.230769 21.153846	   4.0000000e+00
173.6896 -41.9963 216.964290 55.000000 99.111834 0.846327 1.917123 21.153846 23.076923	   4.0000000e+00
173.6770 -41.9887 216.964290 55.000000 90.000000 0.344791 1.917123 23.076923 25.000000	   4.0000000e+00
173.8137 -42.0938 216.964290 55.000000 109.054323 10.107495 1.917123 0.000000 1.923077	   4.0000000e+00
173.8010 -42.0862 216.964290 55.000000 126.107587 9.867054 1.917123 1.923077 3.846154	   4.0000000e+00
173.7884 -42.0786 216.964290 55.000000 136.144925 10.092848 1.917123 3.846154 5.769231	   4.0000000e+00
173.7758 -42.0709 216.964290 55.000000 140.807006 10.101573 1.917123 5.769231 7.692308	   4.0000000e+00
173.7632 -42.0633 216.964290 55.000000 141.921952 9.625795 1.917123 7.692308 9.615385	   4.0000000e+00
173.7506 -42.0556 216.964290 55.000000 140.732552 8.638661 1.917123 9.615385 11.538462	   4.0000000e+00
173.7380 -42.0480 216.964290 55.000000 137.915256 7.250677 1.917123 11.538462 13.461538	   4.0000000e+00
173.7254 -42.0403 216.964290 55.000000 133.682683 5.644982 1.917123 13.461538 15.384615	   4.0000000e+00
173.7128 -42.0327 216.964290 55.000000 127.829262 4.031335 1.917123 15.384615 17.307692	   4.0000000e+00
173.7002 -42.0250 216.964290 55.000000 119.729172 2.606168 1.917123 17.307692 19.230769	   4.0000000e+00
173.6876 -42.0173 216.964290 55.000000 108.629896 1.511586 1.917123 19.230769 21.153846	   4.0000000e+00
173.6750 -42.0097 216.964290 55.000000 95.835051 0.783633 1.917123 21.153846 23.076923	   4.0000000e+00
173.6624 -42.0020 216.964290 55.000000 90.000000 0.321315 1.917123 23.076923 25.000000	   4.0000000e+00
173.7990 -42.1072 216.964290 55.000000 120.468067 10.224466 1.917123 0.000000 1.923077	   4.0000000e+00
173.7864 -42.0996 216.964290 55.000000 130.362281 9.603495 1.917123 1.923077 3.846154	   4.0000000e+00
173.7738 -42.0919 216.964290 55.000000 136.534426 9.211625 1.917123 3.846154 5.769231	   4.0000000e+00
173.7612 -42.0843 216.964290 55.000000 139.384782 8.768577 1.917123 5.769231 7.692308	   4.0000000e+00
173.7486 -42.0766 216.964290 55.000000 139.623697 8.113364 1.917123 7.692308 9.615385	   4.0000000e+00
173.7360 -42.0690 216.964290 55.000000 138.006334 7.188816 1.917123 9.615385 11.538462	   4.0000000e+00
173.7233 -42.0613 216.964290 55.000000 135.032759 6.021710 1.917123 11.538462 13.461538	   4.0000000e+00
173.7107 -42.0537 216.964290 55.000000 130.824261 4.705730 1.917123 13.461538 15.384615	   4.0000000e+00
173.6981 -42.0460 216.964290 55.000000 125.078974 3.380007 1.917123 15.384615 17.307692	   4.0000000e+00
173.6855 -42.0384 216.964290 55.000000 117.057652 2.197158 1.917123 17.307692 19.230769	   4.0000000e+00
173.6729 -42.0307 216.964290 55.000000 105.971514 1.279124 1.917123 19.230769 21.153846	   4.0000000e+00
173.6603 -42.0231 216.964290 55.000000 93.488254 0.660428 1.917123 21.153846 23.076923	   4.0000000e+00
173.6478 -42.0154 216.964290 55.000000 90.000000 0.265206 1.917123 23.076923 25.000000	   4.0000000e+00
173.7844 -42.1206 216.964290 55.000000 135.380084 10.677707 1.917123 0.000000 1.923077	   4.0000000e+00
173.7718 -42.1130 216.964290 55.000000 138.546557 9.494843 1.917123 1.923077 3.846154	   4.0000000e+00
173.7592 -42.1053 216.964290 55.000000 140.480727 8.534477 1.917123 3.846154 5.769231	   4.0000000e+00
173.7466 -42.0977 216.964290 55.000000 140.812636 7.695683 1.917123 5.769231 7.692308	   4.0000000e+00
173.7339 -42.0900 216.964290 55.000000 139.586693 6.873499 1.917123 7.692308 9.615385	   4.0000000e+00
173.7213 -42.0824 216.964290 55.000000 137.202573 5.981949 1.917123 9.615385 11.538462	   4.0000000e+00
173.7087 -42.0747 216.964290 55.000000 133.992638 4.979828 1.917123 11.538462 13.461538	   4.0000000e+00
173.6961 -42.0671 216.964290 55.000000 129.963767 3.888359 1.917123 13.461538 15.384615	   4.0000000e+00
173.6835 -42.0594 216.964290 55.000000 124.694084 2.788681 1.917123 15.384615 17.307692	   4.0000000e+00
173.6709 -42.0517 216.964290 55.000000 117.264525 1.796940 1.917123 17.307692 19.230769	   4.0000000e+00
173.6583 -42.0441 216.964290 55.000000 106.490237 1.021487 1.917123 19.230769 21.153846	   4.0000000e+00
173.6457 -42.0364 216.964290 55.000000 93.414321 0.505307 1.917123 21.153846 23.076923	   4.0000000e+00
173.6331 -42.0288 216.964290 55.000000 90.000000 0.191872 1.917123 23.076923 25.000000	   4.0000000e+00
173.7698 -42.1340 216.964290 55.000000 149.856981 11.582081 1.917123 0.000000 1.923077	   4.0000000e+00
173.7572 -42.1263 216.964290 55.000000 148.600206 9.610424 1.917123 1.923077 3.846154	   4.0000000e+00
173.7446 -42.1187 216.964290 55.000000 147.300961 8.077120 1.917123 3.846154 5.769231	   4.0000000e+00
173.7319 -42.1110 216.964290 55.000000 145.337599 6.881613 1.917123 5.769231 7.692308	   4.0000000e+00
173.7193 -42.1034 216.964290 55.000000 142.599345 5.910858 1.917123 7.692308 9.615385	   4.0000000e+00
173.7067 -42.0957 216.964290 55.000000 139.433976 5.036063 1.917123 9.615385 11.538462	   4.0000000e+00
173.6941 -42.0881 216.964290 55.000000 136.154323 4.155933 1.917123 11.538462 13.461538	   4.0000000e+00
173.6815 -42.0804 216.964290 55.000000 132.719563 3.233430 1.917123 13.461538 15.384615	   4.0000000e+00
173.6689 -42.0728 216.964290 55.000000 128.652910 2.303858 1.917123 15.384615 17.307692	   4.0000000e+00
173.6563 -42.0651 216.964290 55.000000 122.946007 1.453905 1.917123 17.307692 19.230769	   4.0000000e+00
173.6437 -42.0575 216.964290 55.000000 113.859451 0.782082 1.917123 19.230769 21.153846	   4.0000000e+00
173.6311 -42.0498 216.964290 55.000000 99.974962 0.346910 1.917123 21.153846 23.076923	   4.0000000e+00
173.6185 -42.0421 216.964290 55.000000 90.000000 0.115960 1.917123 23.076923 25.000000	   4.0000000e+00
173.7552 -42.1474 216.964290 55.000000 161.435095 12.612212 1.917123 0.000000 1.923077	   4.0000000e+00
173.7425 -42.1397 216.964290 55.000000 158.272827 9.841719 1.917123 1.923077 3.846154	   4.0000000e+00
173.7299 -42.1321 216.964290 55.000000 155.432372 7.801324 1.917123 3.846154 5.769231	   4.0000000e+00
173.7173 -42.1244 216.964290 55.000000 152.261124 6.316844 1.917123 5.769231 7.692308	   4.0000000e+00
173.7047 -42.1168 216.964290 55.000000 148.701514 5.231506 1.917123 7.692308 9.615385	   4.0000000e+00
173.6921 -42.1091 216.964290 55.000000 145.270891 4.370989 1.917123 9.615385 11.538462	   4.0000000e+00
173.6795 -42.1015 216.964290 55.000000 142.448917 3.584884 1.917123 11.538462 13.461538	   4.0000000e+00
173.6669 -42.0938 216.964290 55.000000 140.296041 2.791447 1.917123 13.461538 15.384615	   4.0000000e+00
173.6542 -42.0861 216.964290 55.000000 138.488300 1.990519 1.917123 15.384615 17.307692	   4.0000000e+00
173.6416 -42.0785 216.964290 55.000000 136.408751 1.243980 1.917123 17.307692 19.230769	   4.0000000e+00
173.6290 -42.0708 216.964290 55.000000 132.996168 0.638445 1.917123 19.230769 21.153846	   4.0000000e+00
173.6165 -42.0632 216.964290 55.000000 126.132462 0.241191 1.917123 21.153846 23.076923	   4.0000000e+00
173.6039 -42.0555 216.964290 55.000000 113.380048 0.056054 1.917123 23.076923 25.000000	   4.0000000e+00
173.7405 -42.1608 216.964290 55.000000 169.718906 13.216828 1.917123 0.000000 1.923077	   4.0000000e+00
173.7279 -42.1531 216.964290 55.000000 166.260944 9.944073 1.917123 1.923077 3.846154	   4.0000000e+00
173.7153 -42.1454 216.964290 55.000000 163.295004 7.600373 1.917123 3.846154 5.769231	   4.0000000e+00
173.7027 -42.1378 216.964290 55.000000 160.147127 5.955745 1.917123 5.769231 7.692308	   4.0000000e+00
173.6900 -42.1301 216.964290 55.000000 156.797624 4.822942 1.917123 7.692308 9.615385	   4.0000000e+00
173.6774 -42.1225 216.964290 55.000000 153.912657 3.998140 1.917123 9.615385 11.538462	   4.0000000e+00
173.6648 -42.1148 216.964290 55.000000 152.150489 3.299292 1.917123 11.538462 13.461538	   4.0000000e+00
173.6522 -42.1072 216.964290 55.000000 151.715031 2.614378 1.917123 13.461538 15.384615	   4.0000000e+00
173.6396 -42.0995 216.964290 55.000000 152.500501 1.917002 1.917123 15.384615 17.307692	   4.0000000e+00
173.6270 -42.0918 216.964290 55.000000 154.414020 1.248714 1.917123 17.307692 19.230769	   4.0000000e+00
173.6144 -42.0842 216.964290 55.000000 157.664530 0.683932 1.917123 19.230769 21.153846	   4.0000000e+00
173.6018 -42.0765 216.964290 55.000000 163.127028 0.288695 1.917123 21.153846 23.076923	   4.0000000e+00
173.5892 -42.0689 216.964290 55.000000 172.286604 0.080250 1.917123 23.076923 25.000000	   4.0000000e+00
173.7259 -42.1741 216.964290 55.000000 175.299596 12.997963 1.917123 0.000000 1.923077	   4.0000000e+00
173.7133 -42.1665 216.964290 55.000000 172.271919 9.683781 1.917123 1.923077 3.846154	   4.0000000e+00
173.7006 -42.1588 216.964290 55.000000 169.910701 7.324039 1.917123 3.846154 5.769231	   4.0000000e+00
173.6880 -42.1512 216.964290 55.000000 167.500477 5.695193 1.917123 5.769231 7.692308	   4.0000000e+00
173.6754 -42.1435 216.964290 55.000000 165.020432 4.615185 1.917123 7.692308 9.615385	   4.0000000e+00
173.6628 -42.1359 216.964290 55.000000 163.134019 3.873572 1.917123 9.615385 11.538462	   4.0000000e+00
173.6502 -42.1282 216.964290 55.000000 162.487918 3.274531 1.917123 11.538462 13.461538	   4.0000000e+00
173.6376 -42.1205 216.964290 55.000000 163.263528 2.688574 1.917123 13.461538 15.384615	   4.0000000e+00
173.6250 -42.1129 216.964290 55.000000 165.334300 2.070915 1.917123 15.384615 17.307692	   4.0000000e+00
173.6124 -42.1052 216.964290 55.000000 168.535689 1.447432 1.917123 17.307692 19.230769	   4.0000000e+00
